
VENDOR                                                                                                                                                                                                    ,ADDRESS                                                                                                        ,SECOND ADDRESS                                              ,CITY                                                        ,ZIP  ,COUNTY                                                      ,LATITUDE               ,LONGITUDE
"NUMERO UNO MARKET #116"                                                                                                                                                                                  ,10819 HAWTHORNE BLVD                                                                                           ,                                                            ,Inglewood                                                   ,90304,Los Angeles                                                 ,33.93733               ,-118.3532
"SUPER KING MARKET"                                                                                                                                                                                       ,6501 SAN FERNANDO RD                                                                                           ,                                                            ,Glendale                                                    ,91201,Los Angeles                                                 ,34.16695               ,-118.2915
"KIDS NUTRICARE"                                                                                                                                                                                          ,396 N. CHURCH ST                                                                                               ,#2                                                          ,Earlimart                                                   ,93219,Tulare                                                      ,35.8874753             , -119.2675793
"EATWELL NUTRITION #3"                                                                                                                                                                                    ,672 COTTONWOOD ST                                                                                              ,                                                            ,Woodland                                                    ,95695,Yolo                                                        ,38.67242               ,-121.7939
"RAMIREZ RANCH MARKET"                                                                                                                                                                                    ,4945 LONG BEACH BLVD                                                                                           ,                                                            ,Long Beach                                                  ,90805,Los Angeles                                                 ,33.84581               ,-118.1938
"WALMART #4317"                                                                                                                                                                                           ,400 TUCKER RD                                                                                                  ,                                                            ,Tehachapi                                                   ,93561,Kern                                                        ,35.12951               ,-118.4658
"EL CHARRO SUPERMERCADO"                                                                                                                                                                                  ,1502 FRUITVALE AVE                                                                                             ,                                                            ,Oakland                                                     ,94601,Alameda                                                     ,37.77879               ,-122.2249
"SONOMA VALLEY FRUIT BASKET #2"                                                                                                                                                                           ,18474 HIGHWAY 12                                                                                               ,                                                            ,Sonoma                                                      ,95476,Sonoma                                                      ,38.30977               ,-122.4796
"ARTEAGA'S MARKET"                                                                                                                                                                                        ,3100 ARDEN WAY                                                                                                 ,                                                            ,Sacramento                                                  ,95825,Sacramento                                                  ,38.59562               ,-121.3918
"LONE PINE MARKET"                                                                                                                                                                                        ,119  SOUTH MAIN STREET                                                                                         ,                                                            ,Lone Pine                                                   ,93545,Inyo                                                        ,36.60527               ,-118.0635
"EL PUEBLO SUPERMERCADO"                                                                                                                                                                                  ,815  ANCHOR AVE.                                                                                               ,                                                            ,Orange Cove                                                 ,93646,Fresno                                                      ,36.62165               ,-119.3234
"HARVEST FRESH MARKET"                                                                                                                                                                                    ,9922 KATELLA AVE                                                                                               ,                                                            ,Anaheim                                                     ,92804,Orange                                                      ,33.80177               ,-117.9601
"AMIR HAPPY NUTRITION"                                                                                                                                                                                    ,14712 PARTHENIA ST. SUITE C                                                                                    ,                                                            ,Panorama City                                               ,91402,Los Angeles                                                 ,34.22776               ,-118.4544
"SECOYA MARKET"                                                                                                                                                                                           ,15233 GALE AVE                                                                                                 ,                                                            ,City Industry                                               ,91745,Los Angeles                                                 ,34.01513               ,-117.974
"LOS NOVILLOS MARKET"                                                                                                                                                                                     ,5404 ARLINGTON AVE                                                                                             ,                                                            ,Riverside                                                   ,92504,Riverside                                                   ,33.94577               ,-117.4209
"BABY'S NUTRITION #6"                                                                                                                                                                                     ,311 N. MCCLELLAND ST                                                                                           ,                                                            ,Santa Maria                                                 ,93454,Santa Barbara                                               ,34.9558324             ,-120.436624
"SUPER DEALS MARKET"                                                                                                                                                                                      ,11391 CEDAR AVE                                                                                                ,STE B                                                       ,Bloomington                                                 ,92316,San Bernardino                                              ,34.04692               ,-117.396
"LOLA'S MARKET"                                                                                                                                                                                           ,5201 SONOMA BLVD SUITE 7                                                                                       ,STE. 7                                                      ,Vallejo                                                     ,94589,Solano                                                      ,38.15498               ,-122.2554
"SAVE MART #001"                                                                                                                                                                                          ,3401 OAKDALE RD                                                                                                ,                                                            ,Modesto                                                     ,95355,Stanislaus                                                  ,37.685833              ,-120.958855
"KIDS NUTRITION R US"                                                                                                                                                                                     ,2174 E. 103RD ST                                                                                               ,                                                            ,Los Angeles                                                 ,90002,Los Angeles                                                 ,33.94298               ,-118.2329
"SMILE FOOD"                                                                                                                                                                                              ,16 E. MARKET ST                                                                                                ,                                                            ,Long Beach                                                  ,90805,Los Angeles                                                 ,33.85403               ,-118.1959
"DON'S MARKET"                                                                                                                                                                                            ,30250 HIGHWAY 78                                                                                               ,                                                            ,Santa Ysabel                                                ,92070,San Diego                                                   ,33.10938               ,-116.6749
"LA FAMOSA MEAT MARKET"                                                                                                                                                                                   ,1072 E. MAIN ST                                                                                                ,                                                            ,Santa Paula                                                 ,93060,Ventura                                                     ,34.35399               ,-119.0586
"TERRA BELLA FOOD"                                                                                                                                                                                        ,9459 RD 236                                                                                                    ,                                                            ,Terra Bella                                                 ,93270,Tulare                                                      ,35.96098               ,-119.0443
"CARNICERIA LOS POTRILLOS #2"                                                                                                                                                                             ,6201 KESTER AVE                                                                                                ,                                                            ,Van Nuys                                                    ,91411,Los Angeles                                                 ,34.18274               ,-118.4577
"ANGELITOS NUTRITION"                                                                                                                                                                                     ,2526 S. SAN PEDRO ST                                                                                           ,                                                            ,Los Angeles                                                 ,90011,Los Angeles                                                 ,34.0218                ,-118.261
"TOMMY MARKET"                                                                                                                                                                                            ,203 S. MAIN ST                                                                                                 ,                                                            ,Santa Ana                                                   ,92701,Orange                                                      ,33.7442                ,-117.8672
"GONZALES MARKET"                                                                                                                                                                                         ,1335 GONZALES RD                                                                                               ,                                                            ,Oxnard                                                      ,93036,Ventura                                                     ,34.21983               ,-119.1929
"NUMERO UNO MARKET #117"                                                                                                                                                                                  ,1086 N. STATE COLLEGE BLVD                                                                                     ,                                                            ,Anaheim                                                     ,92806,Orange                                                      ,33.84875               ,-117.8876
"NUMERO UNO MARKET #118"                                                                                                                                                                                  ,10951 ROSECRANS AVE                                                                                            ,                                                            ,Norwalk                                                     ,90650,Los Angeles                                                 ,33.90256               ,-118.1012
"NUMERO UNO MARKET #119"                                                                                                                                                                                  ,4831 WHITTIER BLVD                                                                                             ,                                                            ,Los Angeles                                                 ,90022,Los Angeles                                                 ,34.02214               ,-118.1636
"LA AGUILA MARKET"                                                                                                                                                                                        ,7230 WESTMINSTER BLVD                                                                                          ,                                                            ,Westminster                                                 ,92683,Orange                                                      ,33.75869               ,-118.0031
"THE MARKET BY SUPERIOR #201"                                                                                                                                                                             ,4040 W. WASHINGTON BLVD                                                                                        ,                                                            ,Los Angeles                                                 ,90018,Los Angeles                                                 ,34.039                 ,-118.3286
"LOS REYES MARKET"                                                                                                                                                                                        ,177 SOUTHWEST BLVD                                                                                             ,                                                            ,Rohnert Park                                                ,94928,Sonoma                                                      ,38.33568               ,-122.7082
"LA BODEGA MARKET"                                                                                                                                                                                        ,110 E. OLIVE DR                                                                                                ,                                                            ,San Diego                                                   ,92173,San Diego                                                   ,32.5528                ,-117.0424
"PRIME YEARS NUTRITION"                                                                                                                                                                                   ,1801 SUTTER ST STE D                                                                                           ,                                                            ,Concord                                                     ,94520,Contra Costa                                                ,37.97331               ,-122.0382
"STATE FOODS SUPERMARKET"                                                                                                                                                                                 ,944 O ST                                                                                                       ,                                                            ,Firebaugh                                                   ,93622,Fresno                                                      ,36.86026               ,-120.4586
"VINAI WHOLESALE"                                                                                                                                                                                         ,6968 65TH ST                                                                                                   ,SUITE F                                                     ,Sacramento                                                  ,95823,Sacramento                                                  ,38.50058               ,-121.438
"NORTHGATE MARKET #43"                                                                                                                                                                                    ,10391 MAGNOLIA AVE                                                                                             ,                                                            ,Riverside                                                   ,92505,Riverside                                                   ,33.9123096             ,-117.4661781
"MOTHER'S NUTRITIONAL CENTER #244"                                                                                                                                                                        ,14135 MAIN ST                                                                                                  ,SUITE #103                                                  ,Hesperia                                                    ,92345,San Bernardino                                              ,34.42567               ,-117.3544
"CARNICERIA LAS GLORIAS #2"                                                                                                                                                                               ,632 E. FOOTHILL BLVD                                                                                           ,                                                            ,Azusa                                                       ,91702,Los Angeles                                                 ,34.13303               ,-117.899
"RANCHO FIESTA MEAT MARKET"                                                                                                                                                                               ,2116 NORTH SANTA FE AVE                                                                                        ,                                                            ,Compton                                                     ,90222,Los Angeles                                                 ,33.91182               ,-118.2162
"SAVECO #13"                                                                                                                                                                                              ,1300 W. WALNUT AVE                                                                                             ,                                                            ,Visalia                                                     ,93277,Tulare                                                      ,36.31346               ,-119.3059
"SAVECO #14"                                                                                                                                                                                              ,1135 W. BUSH ST                                                                                                ,                                                            ,Lemoore                                                     ,93245,Kings                                                       ,36.29723               ,-119.7977
"FAMILY FRESH NUTRITIONAL CENTER"                                                                                                                                                                         ,1706 S. WESTERN AVE                                                                                            ,                                                            ,Los Angeles                                                 ,90006,Los Angeles                                                 ,34.04249               ,-118.3086
"GARCIA'S SUPERMARKET"                                                                                                                                                                                    ,2749 W. WHITLEY AVE                                                                                            ,                                                            ,Corcoran                                                    ,93212,Kings                                                       ,0.0                    ,0.0
"NUTRITION BABY"                                                                                                                                                                                          ,275 VICTORIA ST                                                                                                ,#1D                                                         ,Costa Mesa                                                  ,92627,Orange                                                      ,33.65207               ,-117.9107
"INTERNATIONAL FOOD KING GROCERY"                                                                                                                                                                         ,8824 INTERNATIONAL BLVD                                                                                        ,                                                            ,Oakland                                                     ,94621,Alameda                                                     ,37.75081               ,-122.1747
"FOOD 4 LESS #16"                                                                                                                                                                                         ,3547 BRADSHAW RD                                                                                               ,                                                            ,Sacramento                                                  ,95827,Sacramento                                                  ,38.55808               ,-121.3343
"KETTLEMAN CITY MARKET"                                                                                                                                                                                   ,216 BECKY PEASE ST                                                                                             ,                                                            ,Kettleman City                                              ,93239,Kings                                                       ,36.00879               ,-119.96
"ANTOJITOS LATINOS MARKET"                                                                                                                                                                                ,25381 ALICIA PARKWAY                                                                                           ,SUITE N                                                     ,Laguna Hills                                                ,92653,Orange                                                      ,33.59376               ,-117.6991
"JALOS MARKET"                                                                                                                                                                                            ,2267 38TH AVE                                                                                                  ,                                                            ,Oakland                                                     ,94601,Alameda                                                     ,37.78325               ,-122.211
"EL REY SUPERMARKET"                                                                                                                                                                                      ,2337 N. SIERRA WAY                                                                                             ,                                                            ,San Bernardino                                              ,92405,San Bernardino                                              ,34.13694               ,-117.2848
"LOS CUATES SUPERMERCADO Y TAQUERIA"                                                                                                                                                                      ,220 SAN FELIPE RD                                                                                              ,                                                            ,Hollister                                                   ,95023,San Benito                                                  ,36.85973               ,-121.4021
"APPLE MARKET"                                                                                                                                                                                            ,111 N CENTRAL VALLEY HWY                                                                                       ,                                                            ,Shafter                                                     ,93263,Kern                                                        ,35.50604               ,-119.2801
"LOS NOVILLOS VERMONT"                                                                                                                                                                                    ,14114 S. VERMONT AVE                                                                                           ,                                                            ,Gardena                                                     ,90247,Los Angeles                                                 ,33.9035                ,-118.2912
"HEALTH NUTRITION"                                                                                                                                                                                        ,14120 BEACH BLVD                                                                                               ,SUITE 100                                                   ,Westminster                                                 ,92683,Orange                                                      ,0.0                    ,0.0
"BEST MARKET"                                                                                                                                                                                             ,4275 S. HOOVER ST                                                                                              ,                                                            ,Los Angeles                                                 ,90037,Los Angeles                                                 ,34.00569               ,-118.2875
"PRIME TIME NUTRITION #585"                                                                                                                                                                               ,32970 ALVARADO-NILES RD                                                                                        ,SUITE #752                                                  ,Union City                                                  ,94587,Alameda                                                     ,37.5949138             ,-122.0469569
"RANCHO PATTERSON FOODS"                                                                                                                                                                                  ,125 SOUTH EL CIRCULO AVENUE                                                                                    ,SUITE Q                                                     ,Patterson                                                   ,95363,Stanislaus                                                  ,37.46959               ,-121.1295
"EL SUPER MERCADO"                                                                                                                                                                                        ,370 WINTON AVE                                                                                                 ,                                                            ,Hayward                                                     ,94544,Alameda                                                     ,37.66309               ,-122.0857
"RALEY'S #415"                                                                                                                                                                                            ,4690 FREEPORT BLVD                                                                                             ,                                                            ,Sacramento                                                  ,95822,Sacramento                                                  ,38.532661              ,-121.495306
"NEW VERNON RANCHO MARKET"                                                                                                                                                                                ,1713 E. VERNON AVE                                                                                             ,SUITE #107                                                  ,Los Angeles                                                 ,90058,Los Angeles                                                 ,34.0043699             ,-118.2423251
"EL TORO LOCO SUPERMERCADO"                                                                                                                                                                               ,21321 HIGHWAY 46                                                                                               ,                                                            ,Lost Hills                                                  ,93249,Kern                                                        ,35.6157191             ,-119.6881471
"STATER BROS. MARKETS #203"                                                                                                                                                                               ,25636 CROWN VALLEY PKWY                                                                                        ,                                                            ,Ladera Ranch                                                ,92694,Orange                                                      ,33.5642987             ,-117.6309674
"BABY NUTRITIONAL CENTER"                                                                                                                                                                                 ,3871 WHITTIER BouLeVarD                                                                                        ,                                                            ,Los Angeles                                                 ,90023,Los Angeles                                                 ,34.02414               ,-118.1899
"SMART & FINAL #827"                                                                                                                                                                                      ,651 GOLDEN STATE BLVD                                                                                          ,                                                            ,Turlock                                                     ,95380,Stanislaus                                                  ,37.49821               ,-120.8506
"STATER BROS. MARKETS #205"                                                                                                                                                                               ,1004 CHERRY VALLEY BLVD                                                                                        ,                                                            ,Calimesa                                                    ,92320,Riverside                                                   ,33.9663511             ,-117.0367632
"RALEY'S #125"                                                                                                                                                                                            ,10001 SOARING WAY                                                                                              ,UNIT #125                                                   ,Truckee                                                     ,96161,Nevada                                                      ,39.3195798             ,-120.1552003
"SAFEWAY #0748"                                                                                                                                                                                           ,3383 BASS LAKE RD                                                                                              ,                                                            ,El Dorado Hills                                             ,95762,El Dorado                                                   ,38.67525               ,-121.0304
"FRESH EZ NUTRITION"                                                                                                                                                                                      ,12531 HARBOR BOULEVARD                                                                                         ,Suite B                                                     ,Garden Grove                                                ,92840,Orange                                                      ,33.78106               ,-117.9153
"DAVIS HEALTHY NUTRITION, LLC"                                                                                                                                                                            ,2820 NORTHGATE BOULEVARD                                                                                       ,SUITE B                                                     ,Sacramento                                                  ,95833,Sacramento                                                  ,38.61624               ,-121.475
"KIDS NUTRICARE"                                                                                                                                                                                          ,600 N. PROSPECT ST                                                                                             ,SUITE #G                                                    ,Porterville                                                 ,93257,Tulare                                                      ,36.0769977             ,-119.043048
"POWER MARKET #3001"                                                                                                                                                                                      ,3825 SANTA ROSA AVE                                                                                            ,                                                            ,Santa Rosa                                                  ,95407,Sonoma                                                      ,0.0                    ,0.0
"PRIME TIME NUTRITION #586"                                                                                                                                                                               ,2275 F STREET SUITE #6                                                                                         ,#6                                                          ,Livingston                                                  ,95334,Merced                                                      ,0.0                    ,0.0
"HOLIDAY MARKET #38"                                                                                                                                                                                      ,21656 HIGGINS RD                                                                                               ,                                                            ,Auburn                                                      ,95602,Placer                                                      ,39.03996               ,-121.0924
"EVERGREEN MARKET"                                                                                                                                                                                        ,427 CRESCENT ST                                                                                                ,                                                            ,Greenville                                                  ,95947,Plumas                                                      ,40.13889               ,-120.9446
"RAINBOW MARKET"                                                                                                                                                                                          ,430 BAKER ST                                                                                                   ,                                                            ,Bakersfield                                                 ,93305,Kern                                                        ,35.37258               ,-118.9946
"MISSION MARKETPLACE"                                                                                                                                                                                     ,6260 MISSION BLVD                                                                                              ,                                                            ,Riverside                                                   ,92509,Riverside                                                   ,0.0                    ,0.0
"MINI MARS GROCERY OUTLET"                                                                                                                                                                                ,226 CENTRAL AVENUE                                                                                             ,SUITE C                                                     ,Shafter                                                     ,93263,Kern                                                        ,35.50121               ,-119.2761
"VALLEY FOOD SUPER CENTER"                                                                                                                                                                                ,415 SOUTH MADERA AVE                                                                                           ,                                                            ,Kerman                                                      ,93630,Fresno                                                      ,36.72999               ,-120.0604
"VALLARTA SUPERMARKETS #54"                                                                                                                                                                               ,42425 JACKSON ST SUITE A                                                                                       ,                                                            ,Indio                                                       ,92203,Riverside                                                   ,33.74121               ,-116.2182
"EATWELL NUTRITION #23"                                                                                                                                                                                   ,71 SAND CREEK RD                                                                                               ,SUITE D                                                     ,Brentwood                                                   ,94513,Contra Costa                                                ,37.94717               ,-121.6974
"STATER BROS. MARKETS #204"                                                                                                                                                                               ,3460 E. ONTARIO RANCH RD                                                                                       ,                                                            ,Ontario                                                     ,91761,San Bernardino                                              ,33.9996166             ,-117.5767957
